NAME,B25003A_002E,B25003A_003E,B25003B_002E,B25003B_003E,B25003I_002E,B25003I_003E,B25003D_002E,B25003D_003E,state,White Homeownership %,White Renting %,Black Homeownership %,Black Renting %,Hispanic Homeownership %,Hispanic Renting %,Asian Homeownership %,Asian Renting %
Ohio,2814704,1070515,211378,379167,66853,76781,51911,43628,39,72.44646955551282,27.55353044448718,35.7937159742272,64.2062840257728,46.543993761922664,53.456006238077336,54.33487894995761,45.66512105004239
